ENSEGOT00005000002.1	MTRR
ENSEGOT00005024032.1	LOC115495221
ENSEGOT00005024034.1	DMBX1
ENSEGOT00005024036.1	LOC115491447
ENSEGOT00005024042.1	PRPF3
ENSEGOT00005024040.1	FAAH
ENSEGOT00005024090.1	NPR2
ENSEGOT00005024095.1	NPR2
ENSEGOT00005024045.1	LOC100226600
ENSEGOT00005024048.1	LOC100226600
ENSEGOT00005024049.1	LOC100217839
ENSEGOT00005024056.1	LOC100217839
ENSEGOT00005024060.1	TFAM
ENSEGOT00005024062.1	TFAM
ENSEGOT00005024055.1	NCAN
ENSEGOT00005024058.1	NCAN
ENSEGOT00005024065.1	LOC100218384
ENSEGOT00005024063.1	HAPLN4
ENSEGOT00005024066.1	LOC100219956
ENSEGOT00005024069.1	LOC100219956
ENSEGOT00005024071.1	TM6SF2
ENSEGOT00005024089.1	EIF2B4
ENSEGOT00005024070.1	UBE2D1
ENSEGOT00005024073.1	NSUN4
ENSEGOT00005024076.1	NSUN4
ENSEGOT00005024077.1	SUGP1
ENSEGOT00005024079.1	NSUN4
ENSEGOT00005024085.1	PTPRT
ENSEGOT00005024084.1	CISD1
ENSEGOT00005024087.1	ISOC2
ENSEGOT00005024088.1	ISOC2
ENSEGOT00005024091.1	LRRC41
ENSEGOT00005024096.1	IPMK
ENSEGOT00005024094.1	LOC115492065
ENSEGOT00005024097.1	RAD54L
ENSEGOT00005024118.1	MAU2
ENSEGOT00005024123.1	MAU2
ENSEGOT00005024125.1	MAU2
ENSEGOT00005024127.1	MAU2
ENSEGOT00005024098.1	SCRN1
ENSEGOT00005024100.1	MYBL2
ENSEGOT00005024102.1	CYP27A1
ENSEGOT00005024113.1	IFT52
ENSEGOT00005024115.1	LURAP1
ENSEGOT00005024122.1	POMGNT1
ENSEGOT00005024120.1	PWWP3A
ENSEGOT00005024126.1	PWWP3A
ENSEGOT00005024124.1	SGK2
ENSEGOT00005024156.1	OSBPL6
ENSEGOT00005024162.1	OSBPL6
ENSEGOT00005024140.1	LOC100218436
ENSEGOT00005024142.1	LOC100218436
ENSEGOT00005024129.1	SLC32A1
ENSEGOT00005024135.1	ARHGAP40
ENSEGOT00005024134.1	prnp
ENSEGOT00005024138.1	TSPAN1
ENSEGOT00005024146.1	LOC100218917
ENSEGOT00005024153.1	ADAT1
ENSEGOT00005024143.1	GNRH1
ENSEGOT00005024145.1	MSRA
ENSEGOT00005024149.1	ACTR5
ENSEGOT00005024155.1	PIK3R3
ENSEGOT00005024151.1	KCTD9
ENSEGOT00005024152.1	PRSS55
ENSEGOT00005024154.1	LOC100218917
ENSEGOT00005024158.1	PPP1R16B
ENSEGOT00005024160.1	GABARAPL2
ENSEGOT00005024167.1	LOC100218436
ENSEGOT00005024163.1	LOC100218917
ENSEGOT00005024164.1	CDCA2
ENSEGOT00005024166.1	SOX7
ENSEGOT00005024169.1	DHX35
ENSEGOT00005024174.1	TMEM231
ENSEGOT00005024172.1	PINX1
ENSEGOT00005024176.1	LOC100218917
ENSEGOT00005024180.1	EBF2
ENSEGOT00005024178.1	TAT
ENSEGOT00005024189.1	MAST2
ENSEGOT00005024204.1	MAST2
ENSEGOT00005024218.1	MAST2
ENSEGOT00005024187.1	LOC101233268
ENSEGOT00005024191.1	TAGLN2
ENSEGOT00005024198.1	CILP2
ENSEGOT00005024201.1	TAGLN2
ENSEGOT00005024205.1	PPP2R2A
ENSEGOT00005024211.1	PPP2R2A
ENSEGOT00005024207.1	RFX5
ENSEGOT00005024208.1	MAFB
ENSEGOT00005024213.1	DGKG
ENSEGOT00005024219.1	DGKG
ENSEGOT00005024226.1	DGKG
ENSEGOT00005024212.1	NDUFA13
ENSEGOT00005024216.1	TFCP2L1
ENSEGOT00005024214.1	TOP1
ENSEGOT00005024352.1	HEPH
ENSEGOT00005024357.1	HEPH
ENSEGOT00005024366.1	HEPH
ENSEGOT00005024383.1	HEPH
ENSEGOT00005024387.1	HEPH
ENSEGOT00005024302.1	OSBPL6
ENSEGOT00005024215.1	GATAD2A
ENSEGOT00005024217.1	NOP56
ENSEGOT00005024222.1	NOP56
ENSEGOT00005024220.1	BNIP3L
ENSEGOT00005024235.1	TFCP2L1
ENSEGOT00005024242.1	LOC115498405
ENSEGOT00005024233.1	LOC100225066
ENSEGOT00005024234.1	NAT8
ENSEGOT00005024252.1	DPYSL2
ENSEGOT00005024254.1	DPYSL2
ENSEGOT00005024237.1	ETV5
ENSEGOT00005024238.1	S100A13
ENSEGOT00005024243.1	IPP
ENSEGOT00005024244.1	BOK
ENSEGOT00005024248.1	S100A13
ENSEGOT00005024250.1	STK25
ENSEGOT00005024249.1	TMEM69
ENSEGOT00005024253.1	S100A13
ENSEGOT00005024257.1	GPBP1L1
ENSEGOT00005024258.1	ADRA1A
ENSEGOT00005024260.1	FARP2
ENSEGOT00005024267.1	LOC115490568
ENSEGOT00005024270.1	LOC115490568
ENSEGOT00005024262.1	S100A13
ENSEGOT00005024264.1	LRRTM4
ENSEGOT00005024268.1	MTA2
ENSEGOT00005024271.1	MTA2
ENSEGOT00005024269.1	NASP
ENSEGOT00005024275.1	PACSIN2
ENSEGOT00005024279.1	PACSIN2
ENSEGOT00005024276.1	SEPTIN2
ENSEGOT00005024280.1	SEPTIN2
ENSEGOT00005024277.1	AKR1A1
ENSEGOT00005024281.1	PRUNE1
ENSEGOT00005024296.1	DAPK3
ENSEGOT00005024286.1	LOC115490568
ENSEGOT00005024291.1	LOC115490568
ENSEGOT00005024293.1	LOC115490568
ENSEGOT00005024282.1	PRDX1
ENSEGOT00005024285.1	PRDX1
ENSEGOT00005024283.1	TTLL1
ENSEGOT00005024284.1	CDC42SE1
ENSEGOT00005024287.1	HDLBP
ENSEGOT00005024439.1	PCDH15
ENSEGOT00005024442.1	PCDH15
ENSEGOT00005024290.1	MMACHC
ENSEGOT00005024292.1	STX1B
ENSEGOT00005024294.1	MCAT
ENSEGOT00005024295.1	LOC100224218
ENSEGOT00005024300.1	TSPO
ENSEGOT00005024301.1	SLC38A10
ENSEGOT00005024303.1	TESK2
ENSEGOT00005024304.1	PPP1R7
ENSEGOT00005024310.1	TTLL12
ENSEGOT00005024315.1	NMRK2
ENSEGOT00005024309.1	LOC100222004
ENSEGOT00005024313.1	TOE1
ENSEGOT00005024314.1	LOC100222004
ENSEGOT00005024317.1	LOC100231656
ENSEGOT00005024318.1	SLC39A3
ENSEGOT00005024344.1	PLCG1
ENSEGOT00005024348.1	PLCG1
ENSEGOT00005024350.1	PLCG1
ENSEGOT00005024356.1	PLCG1
ENSEGOT00005024365.1	PLCG1
ENSEGOT00005024386.1	PLCG1
ENSEGOT00005024393.1	PLCG1
ENSEGOT00005024405.1	PLCG1
ENSEGOT00005024322.1	SNW1
ENSEGOT00005024324.1	MUTYH
ENSEGOT00005024330.1	MUTYH
ENSEGOT00005024327.1	SCUBE1
ENSEGOT00005024334.1	SCUBE1
ENSEGOT00005024326.1	IGF2BP1
ENSEGOT00005024335.1	PASK
ENSEGOT00005024337.1	PASK
ENSEGOT00005024340.1	PASK
ENSEGOT00005024342.1	PASK
ENSEGOT00005024332.1	IGF2BP1
ENSEGOT00005024336.1	LOC100217969
ENSEGOT00005024736.1	PLXNA2
ENSEGOT00005024745.1	PLXNA2
ENSEGOT00005024765.1	PLXNA2
ENSEGOT00005024769.1	PLXNA2
ENSEGOT00005024776.1	PLXNA2
ENSEGOT00005024783.1	PLXNA2
ENSEGOT00005024792.1	PLXNA2
ENSEGOT00005024793.1	PLXNA2
ENSEGOT00005024800.1	PLXNA2
ENSEGOT00005024807.1	PLXNA2
ENSEGOT00005024339.1	HPDL
ENSEGOT00005024345.1	LOC100218436
ENSEGOT00005024341.1	LOC100217969
ENSEGOT00005024343.1	SELENOP
ENSEGOT00005024347.1	MTERF4
ENSEGOT00005024349.1	LOC100217969
ENSEGOT00005024351.1	LOC100218436
ENSEGOT00005024369.1	OSBPL6
ENSEGOT00005024374.1	OSBPL3
ENSEGOT00005024384.1	OSBPL6
ENSEGOT00005024359.1	LOC115490568
ENSEGOT00005024360.1	LOC115490568
ENSEGOT00005024362.1	LOC115490568
ENSEGOT00005024361.1	ZSWIM5
ENSEGOT00005024354.1	LOC100217969
ENSEGOT00005024364.1	LOC115491394
ENSEGOT00005024363.1	TMEM11
ENSEGOT00005024367.1	UROD
ENSEGOT00005024371.1	THUMPD3
ENSEGOT00005024370.1	HAS3
ENSEGOT00005024377.1	LOC115490568
ENSEGOT00005024379.1	LOC115490568
ENSEGOT00005024380.1	LOC115490568
ENSEGOT00005024373.1	LOC115492551
ENSEGOT00005024372.1	LOC100225383
ENSEGOT00005024382.1	HECTD3
ENSEGOT00005024389.1	HECTD3
ENSEGOT00005024450.1	SNED1
ENSEGOT00005024453.1	SNED1
ENSEGOT00005024385.1	PPP4C
ENSEGOT00005024391.1	LOC100226496
ENSEGOT00005024397.1	TBX21
ENSEGOT00005024399.1	TBX21
ENSEGOT00005024394.1	DTNA
ENSEGOT00005024400.1	LOC100228113
ENSEGOT00005024401.1	ZNF341
ENSEGOT00005024404.1	ALB
ENSEGOT00005024406.1	ALB
ENSEGOT00005024402.1	EIF2B3
ENSEGOT00005024403.1	EDA2R
ENSEGOT00005024408.1	TBX21
ENSEGOT00005024410.1	TBX21
ENSEGOT00005024407.1	PXMP4
ENSEGOT00005024411.1	ZHX3
ENSEGOT00005024412.1	E2F1
ENSEGOT00005024415.1	POGZ
ENSEGOT00005024413.1	LPIN3
ENSEGOT00005024416.1	NECAB3
ENSEGOT00005024422.1	PTCH2
ENSEGOT00005024433.1	PTCH2
ENSEGOT00005024431.1	AR
ENSEGOT00005024436.1	AR
ENSEGOT00005024425.1	LPIN3
ENSEGOT00005024423.1	FMO5
ENSEGOT00005024424.1	LOC115492551
ENSEGOT00005024427.1	TFCP2L1
ENSEGOT00005024426.1	FMO5
ENSEGOT00005024428.1	EMILIN3
ENSEGOT00005024434.1	FMO5
ENSEGOT00005024435.1	LOC115492551
ENSEGOT00005024437.1	FMO5
ENSEGOT00005024438.1	LOC115492551
ENSEGOT00005024464.1	OSBPL6
ENSEGOT00005024471.1	OSBPL3
ENSEGOT00005024483.1	OSBPL6
ENSEGOT00005024440.1	FMO5
ENSEGOT00005024441.1	LZTS1
ENSEGOT00005024443.1	FMO5
ENSEGOT00005024457.1	PIP4K2A
ENSEGOT00005024446.1	OPHN1
ENSEGOT00005024452.1	OPHN1
ENSEGOT00005024445.1	BTBD19
ENSEGOT00005024447.1	FMO5
ENSEGOT00005024456.1	RPN2
ENSEGOT00005024460.1	RPN2
ENSEGOT00005024469.1	RPN2
ENSEGOT00005024474.1	RPN2
ENSEGOT00005024451.1	DKK1
ENSEGOT00005024448.1	FMO5
ENSEGOT00005024449.1	DYNLT4
ENSEGOT00005024455.1	TFEB
ENSEGOT00005024454.1	PLK3
ENSEGOT00005024476.1	ATP6V1B2
ENSEGOT00005024484.1	ATP6V1B2
ENSEGOT00005024498.1	ATP6V1B2
ENSEGOT00005024501.1	ATP6V1B2
ENSEGOT00005024459.1	TFEB
ENSEGOT00005024467.1	MAB21L4
ENSEGOT00005024468.1	MAB21L4
ENSEGOT00005024461.1	LOC115496160
ENSEGOT00005024462.1	PHOSPHO1
ENSEGOT00005024499.1	PRKG1
ENSEGOT00005024586.1	PRKG1
ENSEGOT00005024470.1	LOC100230290
ENSEGOT00005024472.1	RPS8
ENSEGOT00005024473.1	SYTL5
ENSEGOT00005024481.1	AGXT
ENSEGOT00005024479.1	SYTL5
ENSEGOT00005024486.1	STARD8
ENSEGOT00005024497.1	STARD8
ENSEGOT00005024503.1	STARD8
ENSEGOT00005024487.1	SYTL5
ENSEGOT00005024490.1	ATXN7L2
ENSEGOT00005024493.1	SRC
ENSEGOT00005024495.1	SYTL5
ENSEGOT00005024500.1	SRC
ENSEGOT00005024505.1	KIF2C
ENSEGOT00005024506.1	BLCAP
ENSEGOT00005024511.1	LOC100227800
ENSEGOT00005024519.1	EFNB1
ENSEGOT00005024520.1	SDC4
ENSEGOT00005024535.1	KANK3
ENSEGOT00005024548.1	KANK3
ENSEGOT00005024551.1	KANK3
ENSEGOT00005024553.1	KANK3
ENSEGOT00005024582.1	ATP6V1B2
ENSEGOT00005024588.1	ATP6V1B2
ENSEGOT00005024525.1	NALF2
ENSEGOT00005024526.1	TMEM53
ENSEGOT00005024536.1	RBPJL
ENSEGOT00005024538.1	RBPJL
ENSEGOT00005024529.1	EDA
ENSEGOT00005024530.1	RNF220
ENSEGOT00005024537.1	RNF220
ENSEGOT00005024532.1	PARN
ENSEGOT00005024533.1	PARN
ENSEGOT00005024531.1	LOC100223684
ENSEGOT00005024539.1	LRRC4B
ENSEGOT00005024543.1	LOC100226560
ENSEGOT00005024546.1	LOC100226560
ENSEGOT00005024542.1	MATN4
ENSEGOT00005024545.1	ERI3
ENSEGOT00005024544.1	SRCIN1
ENSEGOT00005024547.1	PTF1A
ENSEGOT00005024552.1	DMAP1
ENSEGOT00005024550.1	IGBP1
ENSEGOT00005024554.1	SLC25A42
ENSEGOT00005024646.1	KIF1A
ENSEGOT00005024649.1	KIF1A
ENSEGOT00005024654.1	KIF1A
ENSEGOT00005024657.1	KIF1A
ENSEGOT00005024660.1	KIF1A
ENSEGOT00005024668.1	KIF1A
ENSEGOT00005024672.1	KIF1A
ENSEGOT00005024555.1	LOC115496162
ENSEGOT00005024559.1	LOC100232309
ENSEGOT00005024556.1	SLC25A42
ENSEGOT00005024560.1	P2RY4
ENSEGOT00005024562.1	NDUFA7
ENSEGOT00005024563.1	SLC6A9
ENSEGOT00005024569.1	SLC6A9
ENSEGOT00005024571.1	SLC25A42
ENSEGOT00005024570.1	KCNS1
ENSEGOT00005024572.1	LOC100228103
ENSEGOT00005024573.1	SLC25A42
ENSEGOT00005024577.1	LOC100222691
ENSEGOT00005024587.1	LOC100222691
ENSEGOT00005024601.1	LOC100222691
ENSEGOT00005024574.1	STK4
ENSEGOT00005024575.1	CERS2
ENSEGOT00005024576.1	B4GALT2
ENSEGOT00005024578.1	SIX3
ENSEGOT00005024579.1	HDAC11
ENSEGOT00005024581.1	TOMM34
ENSEGOT00005024584.1	GRIN2D
ENSEGOT00005024596.1	SETDB1
ENSEGOT00005024591.1	DPH2
ENSEGOT00005024592.1	LZTS1
ENSEGOT00005024594.1	LOC100229022
ENSEGOT00005024597.1	PABPC1L
ENSEGOT00005024600.1	PABPC1L
ENSEGOT00005024598.1	LOC100229022
ENSEGOT00005024602.1	LOC100225270
ENSEGOT00005024605.1	SETDB1
ENSEGOT00005024604.1	YWHAB
ENSEGOT00005024608.1	IPO13
ENSEGOT00005024618.1	IPO13
ENSEGOT00005024607.1	TAGLN2
ENSEGOT00005024610.1	TAGLN2
ENSEGOT00005024615.1	TAGLN2
ENSEGOT00005024619.1	TAGLN2
ENSEGOT00005024609.1	APC
ENSEGOT00005024617.1	ARR3
ENSEGOT00005024612.1	RIMS4
ENSEGOT00005024614.1	RPS15
ENSEGOT00005024621.1	CERS2
ENSEGOT00005024624.1	KCNK15
ENSEGOT00005024630.1	DAZAP1
ENSEGOT00005024628.1	LOC115497917
ENSEGOT00005024627.1	TAGLN2
ENSEGOT00005024629.1	RAB41
ENSEGOT00005024633.1	RAB41
ENSEGOT00005024631.1	GRINA
ENSEGOT00005024634.1	ARTN
ENSEGOT00005024637.1	DAZAP1
ENSEGOT00005024636.1	CZH18orf32
ENSEGOT00005024641.1	MSL1
ENSEGOT00005024638.1	ST3GAL3
ENSEGOT00005024642.1	RPS15
ENSEGOT00005024644.1	CERS2
ENSEGOT00005024652.1	CCN5
ENSEGOT00005024656.1	CCN5
ENSEGOT00005024663.1	CCN5
ENSEGOT00005024667.1	CCN5
ENSEGOT00005024647.1	APC
ENSEGOT00005024648.1	FARSA
ENSEGOT00005024650.1	KDM4A
ENSEGOT00005024653.1	PIGV
ENSEGOT00005024661.1	KIF4A
ENSEGOT00005024677.1	KIF4A
ENSEGOT00005024659.1	LOC115491349
ENSEGOT00005024670.1	SETDB1
ENSEGOT00005024678.1	SETDB1
ENSEGOT00005024684.1	A1CF
ENSEGOT00005024674.1	KCNJ9
ENSEGOT00005024679.1	CNTN2
ENSEGOT00005024681.1	ILKAP
ENSEGOT00005024682.1	ILKAP
ENSEGOT00005024680.1	RACK1
ENSEGOT00005024683.1	PTPRF
ENSEGOT00005024692.1	PTPRF
ENSEGOT00005024687.1	ADA
ENSEGOT00005024690.1	ADA
ENSEGOT00005024694.1	ADA
ENSEGOT00005024691.1	SETDB1
ENSEGOT00005024689.1	TAF9
ENSEGOT00005024695.1	CAMTA2
ENSEGOT00005024696.1	CAMTA2
ENSEGOT00005024693.1	KLHL30
ENSEGOT00005024713.1	RBBP5
ENSEGOT00005024718.1	RBBP5
ENSEGOT00005024698.1	KLHL30
ENSEGOT00005024700.1	CERS2
ENSEGOT00005024701.1	SERINC3
ENSEGOT00005024702.1	RPRM
ENSEGOT00005024703.1	SPAG7
ENSEGOT00005024707.1	TTPAL
ENSEGOT00005024708.1	HYI
ENSEGOT00005024710.1	SNX27
ENSEGOT00005024709.1	PFN1
ENSEGOT00005024714.1	HNF4A
ENSEGOT00005024712.1	SOX17
ENSEGOT00005024715.1	HYI
ENSEGOT00005024717.1	SOX17
ENSEGOT00005024721.1	R3HDML
ENSEGOT00005024719.1	MFSD1
ENSEGOT00005024720.1	SOX17
ENSEGOT00005024723.1	CRTC1
ENSEGOT00005024725.1	SOX17
ENSEGOT00005024724.1	FITM2
ENSEGOT00005024726.1	COPS8
ENSEGOT00005024728.1	GDAP1L1
ENSEGOT00005024729.1	LOC100229371
ENSEGOT00005024735.1	RNF20
ENSEGOT00005024733.1	LOC100220010
ENSEGOT00005024739.1	GYG1
ENSEGOT00005024742.1	GYG1
ENSEGOT00005024738.1	OSER1
ENSEGOT00005024747.1	LOC115492551
ENSEGOT00005024746.1	JPH2
ENSEGOT00005024748.1	LOC115493129
ENSEGOT00005024751.1	LOC101233387
ENSEGOT00005024754.1	PTCHD3
ENSEGOT00005024752.1	SRPK2
ENSEGOT00005024755.1	OCSTAMP
ENSEGOT00005024756.1	B3GALT6
ENSEGOT00005024757.1	OS9
ENSEGOT00005024759.1	PGAP6
ENSEGOT00005024758.1	B3GALT6
ENSEGOT00005024761.1	SLC13A3
ENSEGOT00005024760.1	B3GALT6
ENSEGOT00005024763.1	B4GALNT1
ENSEGOT00005024762.1	B3GALT6
ENSEGOT00005024772.1	DIRAS1
ENSEGOT00005024770.1	SLC2A10
ENSEGOT00005024773.1	CSRNP2
ENSEGOT00005024777.1	CSRNP2
ENSEGOT00005024778.1	ACAP3
ENSEGOT00005024779.1	EYA2
ENSEGOT00005024780.1	LOC100217833
ENSEGOT00005024782.1	LOC100217833
ENSEGOT00005024785.1	LOC100217833
ENSEGOT00005024784.1	B4GALNT1
ENSEGOT00005024786.1	DYRK3
ENSEGOT00005024790.1	OS9
ENSEGOT00005024789.1	LOC100218598
ENSEGOT00005024791.1	MAPKAPK2
ENSEGOT00005024795.1	AIRE
ENSEGOT00005024794.1	OS9
ENSEGOT00005024796.1	SLC5A3
ENSEGOT00005024801.1	ZMYND8
ENSEGOT00005024809.1	ZMYND8
ENSEGOT00005024817.1	ZMYND8
ENSEGOT00005024802.1	SLC5A3
ENSEGOT00005024804.1	B4GALNT1
ENSEGOT00005024803.1	FOXL2
ENSEGOT00005024806.1	KANSL2
ENSEGOT00005024810.1	MED8
ENSEGOT00005024811.1	CSRNP2
ENSEGOT00005024813.1	CD34
ENSEGOT00005024814.1	KANSL2
ENSEGOT00005024815.1	CSRNP2
ENSEGOT00005024816.1	ELOVL1
ENSEGOT00005024829.1	GALNT6
ENSEGOT00005024823.1	KANSL2
ENSEGOT00005024825.1	B4GALNT1
ENSEGOT00005024824.1	CDC20
ENSEGOT00005024827.1	OS9
ENSEGOT00005024830.1	KANSL2
ENSEGOT00005024977.1	PRPF40A
ENSEGOT00005024983.1	PRPF40A
ENSEGOT00005024985.1	PRPF40A
ENSEGOT00005024989.1	PRPF40A
ENSEGOT00005024992.1	PRPF40A
ENSEGOT00005024994.1	PRPF40A
ENSEGOT00005024832.1	TGM3
ENSEGOT00005024837.1	TGM3
ENSEGOT00005024842.1	TGM3
ENSEGOT00005024839.1	BIN2
ENSEGOT00005024845.1	BIN2
ENSEGOT00005024844.1	TIE1
ENSEGOT00005024854.1	LOC105758955
ENSEGOT00005024856.1	C8H1orf210
ENSEGOT00005024861.1	LOC105758954
ENSEGOT00005024860.1	TMEM125
ENSEGOT00005024871.1	TGM6
ENSEGOT00005024875.1	TGM6
ENSEGOT00005024923.1	COPB2
ENSEGOT00005024934.1	COPB2
ENSEGOT00005024940.1	COPB2
ENSEGOT00005024944.1	COPB2
ENSEGOT00005024955.1	COPB2
ENSEGOT00005024873.1	LOC105758955
ENSEGOT00005024890.1	CFAP57
ENSEGOT00005024876.1	NXPH3
ENSEGOT00005024878.1	ATP5F1B
ENSEGOT00005024880.1	ATP5F1B
ENSEGOT00005024877.1	LOC105758956
ENSEGOT00005024881.1	LOC105758956
ENSEGOT00005024883.1	NGFR
ENSEGOT00005024886.1	EPB42
ENSEGOT00005024897.1	NGFR
ENSEGOT00005024892.1	NFYC
ENSEGOT00005024894.1	NFYC
ENSEGOT00005024896.1	CCNDBP1
ENSEGOT00005024900.1	LOC100230015
ENSEGOT00005024901.1	LOC100230015
ENSEGOT00005024903.1	NXPH3
ENSEGOT00005024902.1	ZNFX1
ENSEGOT00005024914.1	DDX27
ENSEGOT00005024919.1	HIPK1
ENSEGOT00005024918.1	ST6GALNAC3
ENSEGOT00005024920.1	L3MBTL1
ENSEGOT00005024922.1	GATAD2B
ENSEGOT00005024925.1	GATAD2B
ENSEGOT00005024921.1	ST6GALNAC5
ENSEGOT00005024926.1	G6PC3
ENSEGOT00005024930.1	G6PC3
ENSEGOT00005024924.1	DCLRE1B
ENSEGOT00005024935.1	SNRPB
ENSEGOT00005024929.1	L3MBTL1
ENSEGOT00005024927.1	ST6GALNAC5
ENSEGOT00005024933.1	AP4B1
ENSEGOT00005024937.1	SGMS1
ENSEGOT00005024942.1	SGMS1
ENSEGOT00005024938.1	SMURF2
ENSEGOT00005024945.1	SNRPB
ENSEGOT00005024947.1	PTPN12
ENSEGOT00005024950.1	F10
ENSEGOT00005024951.1	F10
ENSEGOT00005024963.1	PIGK
ENSEGOT00005024968.1	PIGK
ENSEGOT00005024970.1	PIGK
ENSEGOT00005024952.1	LOC115492551
ENSEGOT00005024956.1	ELMO2
ENSEGOT00005024959.1	RBP2
ENSEGOT00005024962.1	F10
ENSEGOT00005024965.1	F10
ENSEGOT00005024966.1	NMNAT3
ENSEGOT00005024971.1	MAP2K2
ENSEGOT00005024972.1	NMNAT3
ENSEGOT00005024976.1	RSBN1
ENSEGOT00005024978.1	RSBN1
ENSEGOT00005024979.1	RSBN1
ENSEGOT00005024974.1	L3MBTL1
ENSEGOT00005024975.1	AK5
ENSEGOT00005024980.1	SLC35C2
ENSEGOT00005024984.1	SLC35C2
ENSEGOT00005024986.1	SLC35C2
ENSEGOT00005025008.1	GGCX
ENSEGOT00005025022.1	GGCX
ENSEGOT00005025026.1	GGCX
ENSEGOT00005024981.1	MINPP1
ENSEGOT00005024982.1	PHTF1
ENSEGOT00005024987.1	ZZZ3
ENSEGOT00005024991.1	ZZZ3
ENSEGOT00005024993.1	MRI1
ENSEGOT00005024995.1	CDH22
ENSEGOT00005025006.1	L3MBTL1
ENSEGOT00005025012.1	L3MBTL1
ENSEGOT00005025017.1	L3MBTL1
ENSEGOT00005025021.1	L3MBTL1
ENSEGOT00005024996.1	TBC1D22B
ENSEGOT00005024999.1	TBC1D22B
ENSEGOT00005025003.1	TBC1D22B
ENSEGOT00005024997.1	NDUFS7
ENSEGOT00005024998.1	NDUFS7
ENSEGOT00005025000.1	CD40
ENSEGOT00005025002.1	USP33
ENSEGOT00005025348.1	LOC100223640
ENSEGOT00005025371.1	LOC100223640
ENSEGOT00005025376.1	LOC100223640
ENSEGOT00005025387.1	LOC100223640
ENSEGOT00005025395.1	LOC100223640
ENSEGOT00005025397.1	LOC100223640
ENSEGOT00005025402.1	LOC100223640
ENSEGOT00005025412.1	LOC100223640
ENSEGOT00005025001.1	TSPAN13
ENSEGOT00005025058.1	CLSTN2
ENSEGOT00005025089.1	CLSTN2
ENSEGOT00005025104.1	CLSTN2
ENSEGOT00005025004.1	CCND3
ENSEGOT00005025005.1	NCOA5
ENSEGOT00005025011.1	FMNL2
ENSEGOT00005025013.1	FMNL2
ENSEGOT00005025016.1	FMNL2
ENSEGOT00005025007.1	PRKAR1B
ENSEGOT00005025010.1	PRKAR1B
ENSEGOT00005025014.1	BRPF3
ENSEGOT00005025015.1	PRKAR1B
ENSEGOT00005025019.1	MIGA1
ENSEGOT00005025020.1	PRKAR1B
ENSEGOT00005025043.1	SLC12A5
ENSEGOT00005025024.1	LOC115493193
ENSEGOT00005025025.1	STAM2
ENSEGOT00005025029.1	STAM2
ENSEGOT00005025034.1	NEXN
ENSEGOT00005025040.1	NEXN
ENSEGOT00005025035.1	SPRYD3
ENSEGOT00005025114.1	MAPK13
ENSEGOT00005025041.1	MFSD5
ENSEGOT00005025044.1	H2AFV
ENSEGOT00005025053.1	MMP9
ENSEGOT00005025054.1	CACNB4
ENSEGOT00005025061.1	CACNB4
ENSEGOT00005025070.1	CACNB4
ENSEGOT00005025057.1	LOC100221280
ENSEGOT00005025059.1	ATP5MC1
ENSEGOT00005025068.1	LOC115491412
ENSEGOT00005025062.1	COPS8
ENSEGOT00005025065.1	ATP5MC1
ENSEGOT00005025076.1	PAPSS2
ENSEGOT00005025082.1	PAPSS2
ENSEGOT00005025071.1	COPS8
ENSEGOT00005025078.1	ZNF335
ENSEGOT00005025072.1	LOC115491992
ENSEGOT00005025075.1	HSPA8
ENSEGOT00005025074.1	MPZ
ENSEGOT00005025086.1	FUBP1
ENSEGOT00005025098.1	FUBP1
ENSEGOT00005025109.1	FUBP1
ENSEGOT00005025118.1	FUBP1
ENSEGOT00005025088.1	METTL21A
ENSEGOT00005025096.1	LOC115491412
ENSEGOT00005025091.1	ARL5A
ENSEGOT00005025093.1	ARL5A
ENSEGOT00005025099.1	ARL5A
ENSEGOT00005025090.1	LOC115493179
ENSEGOT00005025097.1	ATP6AP2
ENSEGOT00005025100.1	COMP
ENSEGOT00005025101.1	SIRT6
ENSEGOT00005025103.1	MAPK4
ENSEGOT00005025105.1	ATP6AP2
ENSEGOT00005025106.1	ANKRD24
ENSEGOT00005025107.1	LOC115492050
ENSEGOT00005025110.1	SRSF6
ENSEGOT00005025112.1	ANKRD24
ENSEGOT00005025115.1	FAHD2A
ENSEGOT00005025117.1	EBI3
ENSEGOT00005025122.1	ZNF831
ENSEGOT00005025131.1	ZNF831
ENSEGOT00005025134.1	ZNF831
ENSEGOT00005025121.1	LOC115492161
ENSEGOT00005025157.1	UTP4
ENSEGOT00005025159.1	UTP4
ENSEGOT00005025166.1	UTP4
ENSEGOT00005025128.1	EBI3
ENSEGOT00005025132.1	FAHD2A
ENSEGOT00005025135.1	XAB2
ENSEGOT00005025137.1	ANKRD24
ENSEGOT00005025136.1	DNAJB4
ENSEGOT00005025139.1	FAHD2A
ENSEGOT00005025140.1	CYP4F8
ENSEGOT00005025144.1	EDN3
ENSEGOT00005025141.1	GIPC2
ENSEGOT00005025143.1	ANKRD24
ENSEGOT00005025145.1	GPAT2
ENSEGOT00005025146.1	PTGFR
ENSEGOT00005025147.1	SIRT6
ENSEGOT00005025151.1	RPL19
ENSEGOT00005025150.1	PHACTR3
ENSEGOT00005025152.1	GPAT2
ENSEGOT00005025154.1	SPOP
ENSEGOT00005025162.1	ATAD1
ENSEGOT00005025153.1	COPS8
